,P_2,D_39,B_1,B_2,R_1,S_3,D_41,B_3,D_42,D_43,D_44,B_4,D_45,B_5,R_2,D_46,D_47,D_48,D_49,B_6,B_7,B_8,D_50,D_51,B_9,R_3,D_52,P_3,B_10,D_53,S_5,B_11,S_6,D_54,R_4,S_7,B_12,S_8,D_55,D_56,B_13,R_5,D_58,S_9,B_14,D_59,D_60,D_61,B_15,S_11,D_62,D_63,D_64,D_65,B_16,B_17,B_18,B_19,D_66,B_20,D_68,S_12,R_6,S_13,B_21,D_69,B_22,D_70,D_71,D_72,S_15,B_23,D_73,P_4,D_74,D_75,D_76,B_24,R_7,D_77,B_25,B_26,D_78,D_79,R_8,R_9,S_16,D_80,R_10,R_11,B_27,D_81,D_82,S_17,R_12,B_28,R_13,D_83,R_14,R_15,D_84,R_16,B_29,B_30,S_18,D_86,D_87,R_17,R_18,D_88,B_31,S_19,R_19,B_32,S_20,R_20,R_21,B_33,D_89,R_22,R_23,D_91,D_92,D_93,D_94,R_24,R_25,D_96,S_22,S_23,S_24,S_25,S_26,D_102,D_103,D_104,D_105,D_106,D_107,B_36,B_37,R_26,R_27,B_38,D_108,D_109,D_110,D_111,B_39,D_112,B_40,S_27,D_113,D_114,D_115,D_116,D_117,D_118,D_119,D_120,D_121,D_122,D_123,D_124,D_125,D_126,D_127,D_128,D_129,B_41,B_42,D_130,D_131,D_132,D_133,R_28,D_134,D_135,D_136,D_137,D_138,D_139,D_140,D_141,D_142,D_143,D_144,D_145,default
D_44,-0.586425427,0.2077926,0.340871054,-0.503321633,0.534161086,0.210949815,0.186158545,0.47888068,0.315349869,0.283217263,1,0.652469395,-0.165990613,-0.070553277,0.303507664,0.271976682,-0.141952672,0.681832473,-0.013602227,-0.074425375,0.560098728,0.197366175,-0.068006504,-0.212706324,0.498941897,0.238202178,-0.203738869,-0.279225544,-0.045501131,0.28985011,0.032309226,0.323038675,-0.093883271,-0.095249763,0.317412313,0.20565363,-0.025960297,-0.148400261,0.700139186,-0.122806648,-0.037591512,0.305415903,0.772688314,0.035996861,0.082887915,0.158542288,-0.267419197,0.607950295,0.012845958,-0.079137927,-0.333220501,0.054804157,0.094046567,0.039331245,0.431389894,0.376147942,-0.578634556,0.432003012,-0.026108956,0.446656487,-0.056658257,-0.024680672,0.162281257,-0.132226988,0.046317012,0.013265698,0.466459847,0.558883652,-0.080941518,0.158246284,0.170809841,0.582305273,-0.056716702,0.092191989,0.798692354,0.799831779,-0.15334735,0.091236865,0.120285002,-0.323260649,0.169104786,0.010463993,0.579485807,0.236805882,0.324231129,-0.011857577,0.042199258,0.222527255,0.647302239,0.142905857,0.000457777,0.199548471,0.028578402,0.026377344,-0.109549551,0.508733917,0.22851731,0.057994882,0.039622401,0.177973569,0.262831482,0.192552879,0.067241766,0.445908408,-0.012531376,-0.0545259,,0.178409469,0.005668507,0.06266794,-0.073817362,0.007614188,0.301210117,0.171707065,0.093040975,0.169543245,0.111309406,-0.483134773,0.227058945,0.123209958,0.021688132,-0.106808044,-0.146813636,-0.023072657,-0.071788085,0.178750059,0.078438021,-0.059894989,0.116635979,0.111204908,0.115954157,-0.365701352,-0.041556668,0.071297227,0.136909085,0.137100503,0.05527979,-0.000335094,0.144520642,0.018340685,0.341158865,0.150356881,-0.221170309,0.435783628,0.022428661,-0.014486805,0.136995207,0.119815906,-0.041380728,-0.171417476,0.037253441,-0.083271908,0.069223452,-0.083645628,-0.091739657,-0.005682975,-0.075215426,-0.084061345,-0.083073448,0.11442134,-0.050440313,-0.075191436,0.027342126,0.100166321,0.02863378,0.012547821,-0.194194559,-0.08077117,-0.037317763,0.055847181,-0.108733069,0.223544076,0.23700165,0.038309382,0.195288588,0.004901358,-0.106093944,0.00396216,0.07598523,-0.027013771,-0.075652475,0.13253297,0.107869435,0.131219384,0.014687556,0.132559972,0.023010291,0.11259711,0.48702457
B_4,-0.44364487,0.247786651,0.504673244,-0.565269212,0.390270251,0.151395522,0.176205969,0.579531183,0.059789529,0.129475059,0.652469395,1,-0.039938284,0.012506938,0.218263626,0.216611336,-0.019144698,0.601692648,0.026259899,-0.08357567,0.704733001,0.071857901,-0.064904105,-0.179254191,0.448000426,0.074090209,-0.075426142,-0.215034859,-0.057634509,0.318988191,0.140540975,0.504107351,-0.140070573,-0.074196242,0.223826791,0.133839584,0.034748131,-0.067594139,0.70653899,-0.107792406,0.049301976,0.20589517,0.758474324,0.050953757,0.30458039,0.084266351,-0.256068814,0.585366433,0.165608631,-0.033127609,-0.284587735,0.084783365,0.106988162,0.020381665,0.554030043,0.409041274,-0.699167546,0.498527818,-0.01854573,0.573650312,0.03946822,0.006861173,0.117055086,-0.038551985,0.039042792,0.002106665,0.575890748,0.477700289,-0.083337241,0.143141198,0.089536969,0.743074344,-0.031159297,-0.049862526,0.677767947,0.70797377,-0.161725174,0.067902411,0.088406047,-0.235703896,0.373355191,0.057261302,0.316979794,0.164443246,0.207338459,-0.01977936,0.043639975,0.297181199,0.351811877,0.047663808,0.011332399,0.185865764,0.045125302,0.033885251,-0.089459723,0.734271701,0.158631,0.017039415,0.03815897,0.124742419,0.197599036,0.076173128,0.095869605,0.500588629,0.060227974,-0.026260861,,0.131778252,0.007898262,-0.111225238,-0.04769171,0.006190731,0.395195571,0.189366059,0.063698625,0.138884668,0.076588012,-0.551452011,0.167865603,0.07336478,0.022634825,-0.089972806,-0.138232409,-0.008528325,-0.076202308,0.137071012,0.058069611,-0.019808134,0.125220599,0.092362534,0.126389566,-0.24588909,0.007852522,0.090290612,0.11272479,0.113447759,0.07832403,0.006067373,0.108363797,0.075626817,0.501938287,0.019307165,-0.088134584,0.512546414,0.004950881,-0.014893084,0.221814333,0.151377222,-0.099517774,-0.165153331,0.036099532,-0.028281481,0.017487003,-0.001385616,-0.034392534,0.079553429,-0.030348597,-0.024080706,-0.02337826,0.069515445,0.017342366,-0.03541373,0.007101413,0.082703498,0.002104815,0.066877917,-0.217616476,-0.010662673,0.013019837,0.044176969,-0.106669925,0.184862509,0.176444281,0.099021148,0.161897048,0.010358459,0.085545448,-0.033364188,0.014301398,-0.028379185,-0.057652534,0.091133926,0.054259176,0.091284292,0.031043721,0.09117063,0.041031818,0.063351216,0.403567131
D_45,0.367865798,0.065808122,-0.11934676,0.188105223,-0.172725705,-0.208848309,-0.006549767,-0.054636737,-0.06534353,-0.236943636,-0.165990613,-0.039938284,1,0.104961609,-0.109200015,-0.118587721,0.602231093,-0.245196246,0.084969118,0.005726039,-0.122096437,-0.758454062,0.051492626,0.24742729,-0.279828184,-0.301792043,0.261024298,0.12040043,0.000341881,-0.054241443,0.048344221,-0.097323567,-0.089288598,-0.014560773,-0.101916276,-0.23879496,0.050205931,0.163522719,-0.088480894,0.140988087,0.061884247,-0.078675069,-0.13465257,-0.032615463,0.114466669,-0.421440881,0.059703931,-0.207089889,0.142643138,0.152799499,0.267949392,-0.13775709,0.01342107,-0.001076703,-0.038309278,-0.146631027,0.146057167,-0.128139273,-0.058696977,-0.003490016,0.406507079,-0.021878877,-0.044577618,0.135193046,-0.063905474,0.006342498,-0.030457723,-0.149638889,0.173341172,-0.060933957,-0.195245208,-0.098962094,-0.00586979,-0.483357852,-0.139271345,-0.141384741,0.068599313,-0.039369308,-0.007986783,0.32132816,-0.030096334,0.028685245,-0.121216188,-0.124212545,-0.082353055,0.100885935,-0.039792786,-0.001426262,-0.152946449,-0.196139217,0.000716824,-0.044212903,0.127180049,-0.020461457,0.038909968,0.101037627,-0.057226968,-0.031672995,0.003032106,-0.12296818,-0.075404203,-0.193327824,-0.024631508,-0.156814691,0.086705589,0.072966434,,-0.049797053,-0.001364746,-0.271900025,0.046701869,-0.015734931,0.083809325,-0.035460924,-0.092729681,-0.059752277,-0.107425836,0.14987022,-0.055515706,-0.034418568,-0.003344579,0.121719261,0.137935287,0.062590382,0.167565224,-0.075950023,-0.039775297,0.102606673,-0.050265697,-0.02458305,-0.0362574,0.149348064,0.061277649,-0.000133307,-0.107161217,-0.106136578,0.077960819,0.017508087,-0.090222512,-0.015729342,-0.11809471,-0.068497866,0.203803039,-0.102043537,-0.063663138,0.038720475,-0.037943971,0.017358371,-0.003981731,-0.052981467,-0.001965616,-0.126964059,-0.266332982,0.343625053,0.336394898,0.289297513,0.19832124,0.336870933,0.332442606,-0.048102438,0.434384993,0.221977254,-0.107309849,0.042788915,-0.138642409,0.271146195,0.211817947,0.225369379,0.138790187,-0.037751938,0.105036832,-0.115183564,-0.136206703,0.151822049,-0.077765547,-0.036471476,0.002822982,-0.06379263,-0.166497936,0.00199609,0.105539887,-0.160076875,-0.096684653,-0.156571346,0.111578046,-0.160030226,-0.035521209,-0.135840821,-0.274955308
B_5,0.087628789,0.102427595,-0.06428988,0.127665765,-0.051260463,-0.107575776,0.021943239,-0.065490393,-0.088556776,-0.031774824,-0.070553277,0.012506938,0.104961609,1,-0.04239882,-0.023794758,0.078913956,-0.083083893,0.176514908,0.016155372,-0.114956795,-0.104562163,0.094117465,0.275241603,-0.063622602,-0.036145514,0.128050553,0.03994522,0.018635954,-0.04828605,0.331802542,-0.054447042,-0.147232467,0.000625906,-0.043437657,-0.094667017,0.718363114,0.256652777,-0.055510265,0.162987773,0.758459509,-0.030276117,-0.093418706,0.071916879,0.621650462,-0.095578398,0.217948991,-0.078921159,0.653862919,0.219123748,0.173966886,-0.062666134,-0.001783221,0.011701685,-0.055652987,-0.134715976,0.081829717,-0.083512814,0.022557963,-0.061301382,0.051827208,0.130484578,-0.026831631,0.3532996,-0.017117255,0.010935816,-0.055837406,-0.064945638,0.112742068,-0.028750757,-0.174494338,-0.105444336,0.389255154,-0.0767265,-0.087141914,-0.089945413,0.142327734,-0.018937387,-0.002248008,0.176574721,0.091269731,0.163587799,-0.041875936,-0.037519571,-0.03017778,-0.025193144,-0.000712588,0.038913951,-0.046965592,-0.044322253,0.012215829,-0.026645824,0.074401741,0.017685322,0.023327602,0.341204883,-0.023208849,0.000589884,-0.004397465,-0.028035847,-0.031756939,-0.027985303,0.028219429,-0.087189264,0.318668767,0.15568687,,-0.02015485,-0.000328481,-0.144969039,0.01444216,-0.002097668,0.008426251,-0.040998362,-0.021563575,-0.024543105,-0.027229922,0.062123878,-0.024951402,-0.019858282,0.001259596,0.226956704,0.330188184,0.000786841,0.062896361,-0.033771059,-0.016352204,0.34629318,0.091298227,0.000981252,0.096314308,0.041519097,0.375472137,0.02181793,0.004158809,0.003890031,0.00719923,0.076353103,0.028881154,0.003650121,-0.064059274,-0.027136363,0.042599096,-0.043102192,-0.011972043,0.013450637,0.063636305,-0.083924811,0.096483885,-0.055232545,-0.003965557,0.022858251,-0.016496391,0.081974598,0.009815864,0.046299924,0.063819254,0.010622767,0.009485699,-0.004226484,0.054085386,0.047452101,-0.00841386,0.069369341,-0.006235024,0.044458499,0.171126032,0.078394975,0.057961106,-0.013471849,0.224213623,-0.043302884,-0.043042348,0.028032958,-0.031806598,-0.007808007,-0.140347668,-0.023019579,-0.058567812,-0.005489163,0.049402958,-0.038037463,-0.025641721,-0.036949313,0.072315548,-0.038052459,-0.005583013,-0.03209719,-0.083242327
R_2,-0.516880305,0.342142321,0.164900022,-0.288059682,0.74222373,0.175402612,0.414435225,0.236942069,0.192439275,0.149637179,0.303507664,0.218263626,-0.109200015,-0.04239882,1,-0.011621622,-0.100503598,0.377078786,-0.036293416,-0.034774182,0.287700938,0.131059997,-0.043824487,-0.150293865,0.290837235,0.129284039,-0.124328663,-0.441280098,-0.023535925,0.599232666,0.002846186,0.149722712,-0.053710602,-0.31586362,0.871706275,0.174859646,-0.014954865,-0.124722751,0.303872667,-0.072110072,-0.022746743,0.648937819,0.291856918,0.021659973,0.018356937,0.110454071,-0.088425273,0.317120188,-0.002470577,-0.049067639,-0.198485623,0.010580704,0.075866876,0.094311803,0.232456893,0.20221165,-0.285488544,0.189137712,-0.018391311,0.237889504,-0.04026698,-0.023561906,0.504617396,-0.101194307,0.038362407,0.008172278,0.171786806,0.208766506,-0.039029809,0.546425889,0.148865211,0.280781893,-0.035588742,0.055039405,0.279982468,0.291816686,-0.071830227,0.17424177,0.343455728,-0.197526543,0.048858772,0.029417683,0.40892152,0.108191456,0.624590864,0.133592628,0.027100958,-0.003718931,0.370295687,0.017423429,0.013392952,0.634594427,0.023893671,0.003591766,-0.185571516,0.126746646,0.506376492,0.086259114,0.190878969,0.403532606,0.713437617,0.09527209,0.038949138,0.187047776,-0.007629189,-0.037827763,,0.453153111,0.028649223,0.212617255,-0.159555322,0.002002946,0.052394707,0.108615873,0.06652236,0.601278105,0.081099351,-0.280920972,0.592891755,0.221794022,0.005549266,-0.067301876,-0.081582348,-0.013515989,-0.036200706,0.75760465,0.151571945,-0.03620185,0.070519115,0.113184723,0.067084994,-0.296894881,-0.025159586,0.044469687,0.089628543,0.08990605,0.042943905,-0.012926628,0.094254947,-0.007094332,0.166066895,0.133968643,-0.171515877,0.243400172,0.008295426,-0.009447099,0.001162468,0.019970467,-0.019616802,-0.319656754,0.016475366,-0.068272167,0.059930615,-0.040439565,-0.077204504,0.017897873,-0.060354323,-0.063766248,-0.063275033,0.109005333,-0.04480638,-0.059604388,0.027648631,0.056860827,0.03972655,0.008669803,-0.098480606,-0.046772059,-0.024415063,0.124371545,-0.06139922,0.112280445,0.111355814,0.018219667,0.088742159,-0.002986703,-0.090568335,-0.017897464,-0.027423251,0.000472257,0.035957478,0.093685575,0.080865029,0.092606419,0.008329325,0.093715756,0.004644017,0.085141608,0.382305694
D_46,-0.182981116,0.065912778,0.165505711,-0.171784628,0.140672599,0.109631683,0.019314207,0.133677956,0.07922015,0.17183767,0.271976682,0.216611336,-0.118587721,-0.023794758,-0.011621622,1,-0.116789877,0.217266261,0.051500803,-0.016306327,0.134690571,0.132370722,-0.014457288,-0.083388937,0.147848978,0.181156048,-0.033163543,-0.345582019,-0.013294712,-0.120009009,0.046240495,0.164725584,-0.037581048,0.010054158,0.004559319,0.115314453,-0.001793617,-0.04167847,0.13089152,-0.029378175,0.006396279,0.006159564,0.233104003,0.056208417,0.06916013,0.074207148,-0.054717989,0.180146215,0.019222859,-0.009113358,-0.094962621,0.04494336,0.038217818,0.01521959,0.093832863,0.164748301,-0.193870207,0.10595685,-0.004584054,0.091199187,-0.088281161,0.020419161,-0.008249145,-0.011664187,0.055886622,0.003239684,0.165564711,0.26495325,-0.03009968,-0.102098466,0.062955446,0.142326379,0.011962408,0.093026071,0.179473706,0.190300453,-0.027055528,0.017006822,0.005747052,-0.103563003,0.123612247,0.017118386,0.096263188,0.099898349,0.039862222,-0.07911443,0.055190265,0.27696694,0.164369731,0.160083582,0.005286068,-0.108671304,-0.00719176,0.035993332,-0.022049438,0.2019051,-0.008259454,0.020572463,-0.025745594,0.109211394,-0.05929063,0.148106152,0.030914393,0.159324185,0.020355833,-0.01401788,,-0.03665908,-0.016534075,-0.042703544,-0.024723347,0.017295379,0.125726641,0.011080806,0.059814757,-0.071390019,0.074781815,-0.163225892,-0.038938852,-0.037911167,0.021400833,-0.04744746,-0.057221872,-0.013888084,-0.025487571,-0.057797944,0.02351189,-0.017947153,0.058751451,0.030649323,0.060062531,-0.064250803,-0.013141009,0.019516457,0.063101077,0.062505724,-0.021188621,0.037413286,0.069635748,0.034770964,0.164081446,-0.000494428,-0.083876354,0.096333823,0.045489366,-0.005398618,0.080252836,0.033052019,0.009378046,-0.018212017,-0.003713975,0.029506683,0.078843989,-0.070130565,-0.08311246,-0.048200318,-0.034384268,-0.081631974,-0.08089648,0.066454556,-0.076229449,-0.060152928,0.038058576,0.039085508,0.048878497,-0.032379182,-0.08444391,-0.056240537,-0.028516523,0.011876515,-0.048627457,0.077809005,0.099078074,-0.028442974,0.064536132,0.017244071,0.087542395,-0.007469235,0.069737055,-0.008441192,-0.025534766,0.045467512,0.040112104,0.044771712,-0.009367969,0.045503656,0.005343477,0.040066807,0.241168303
D_47,0.428977028,0.002430249,-0.119223074,0.205000351,-0.165866648,-0.266538319,-0.039516381,-0.093308006,-0.205732741,-0.227451784,-0.141952672,-0.019144698,0.602231093,0.078913956,-0.100503598,-0.116789877,1,-0.289630801,0.088941998,0.011230787,-0.112271407,-0.517729924,0.042197335,0.252670999,-0.273871755,-0.280684627,0.254713165,0.121462995,-0.005871731,-0.033354699,0.011866098,-0.09879391,-0.015313379,0.015989716,-0.089536499,-0.305285298,0.033541781,0.153918077,-0.114883182,0.102527879,0.041852596,-0.062796732,-0.085730311,-0.021371682,0.060537522,-0.299564064,-0.060427975,-0.228667812,0.081987686,0.07259131,0.332491238,-0.075582584,-0.077138555,-0.018014056,-0.088172061,-0.162858063,0.15668806,-0.129495508,-0.093099149,-0.059395464,0.470726173,-0.053799492,-0.027475454,0.074850709,-0.050186656,0.007027083,-0.080081055,-0.101762504,0.123736407,-0.052547571,-0.210242045,-0.085800765,0.155045541,-0.371946449,-0.080878586,-0.095839221,0.089086092,-0.058275502,-0.001370254,0.355370442,-0.029874233,0.014113293,-0.114386481,-0.09596766,-0.065005649,0.076688978,-0.029875445,0.052175746,-0.136915034,-0.150494677,0.000698485,-0.037060344,0.04905805,-0.046615578,0.064810042,0.103551517,-0.04528104,-0.02683632,0.00401826,-0.146479993,-0.062484533,-0.18808596,-0.035430169,-0.155744623,0.052270914,0.058996359,,-0.041288107,-0.000611754,-0.200623933,0.058640538,-0.010464252,0.075477906,-0.034148422,-0.075658961,-0.053315502,-0.088492914,0.189001666,-0.044406831,-0.05172574,-0.003010794,0.090159116,0.114907199,0.080475528,0.123122543,-0.07012899,-0.054116548,0.071108707,-0.07736577,-0.031903848,-0.07037347,0.151495005,0.040748449,0.01535617,-0.093395919,-0.092213213,0.107389595,0.02158418,-0.070293051,-0.021413499,-0.117553467,0.00318916,0.218611602,-0.122670181,-0.089939587,0.0302055,-0.007838384,0.043953378,0.010918426,0.004007328,-0.003626527,-0.109074724,-0.370513153,0.415893888,0.498054441,0.243000685,0.187994864,0.516837061,0.513717979,-0.070384041,0.717021248,0.329517703,-0.145675375,0.137634634,-0.189592511,0.382207248,0.192292694,0.315700817,0.176926817,-0.056092201,0.131319772,-0.066697084,-0.107544262,0.174658028,-0.057107818,-0.029894633,-0.057319459,-0.048742047,-0.165426081,0.030285757,0.123114455,-0.170940289,-0.093865891,-0.165127488,0.253196988,-0.170891635,-0.038249391,-0.149338728,-0.286335838
D_48,-0.781585724,0.2736312,0.448052062,-0.648945077,0.542164347,0.324440141,0.284410028,0.546212574,0.397648588,0.271023704,0.681832473,0.601692648,-0.245196246,-0.083083893,0.377078786,0.217266261,-0.289630801,1,-0.045805116,-0.115059415,0.678039512,0.288932619,-0.098053868,-0.317505349,0.614267883,0.269926412,-0.329882858,-0.320875627,-0.064064103,0.321857409,0.068777844,0.425671827,-0.099932936,-0.167622982,0.353298001,0.338101863,-0.029421946,-0.186432493,0.857324292,-0.156884457,-0.03871488,0.260896751,0.676135479,0.052652689,0.13135508,0.218594056,-0.222478516,0.853193245,0.036755698,-0.08025898,-0.539908211,0.031174605,0.103109945,0.120558416,0.536989712,0.527015809,-0.741962723,0.490099554,-0.0205982,0.531723512,-0.180764345,-0.001816503,0.183460476,-0.120630013,0.078214603,0.018670953,0.507647469,0.403252116,-0.110813002,0.241946823,0.240454094,0.671859371,-0.047867622,0.207640856,0.567654839,0.605771991,-0.222174437,0.140867206,0.134602343,-0.491203128,0.231814024,0.027833902,0.442516778,0.238628534,0.270647527,0.062065659,0.065146315,0.136020999,0.477909601,0.138633723,0.00348839,0.245832967,0.071478472,0.040693149,-0.163421415,0.432526276,0.191445283,0.096939109,0.054072073,0.245736442,0.270198882,0.206592273,0.081936259,0.506547568,-0.006795451,-0.079497961,,0.167203352,0.009832715,0.127048552,-0.116498328,0.015644517,0.192091281,0.178896119,0.136669167,0.197182129,0.159900947,-0.63139942,0.211373386,0.17538403,0.019794701,-0.152405112,-0.219590135,-0.041780569,-0.102638225,0.240544143,0.122244729,-0.067042617,0.161614975,0.139604534,0.160458426,-0.415393199,-0.048339495,0.07520795,0.185246611,0.185086858,0.03525,-0.012260169,0.183725171,0.031386103,0.448082951,0.150500005,-0.246719432,0.52625485,0.037898651,-0.025082269,0.119452342,0.130725446,-0.095647212,-0.276393527,0.03486562,-0.031334162,0.14765751,-0.183042794,-0.196929479,-0.089952689,-0.139446298,-0.189487947,-0.188270896,0.130184754,-0.171934897,-0.145345588,0.066827287,0.087942691,0.081683462,-0.067187181,-0.286708472,-0.129732589,-0.061422184,0.103900044,-0.153765273,0.255757968,0.255281123,-0.005903393,0.190607363,0.009597756,-0.110753298,0.018436073,0.015799601,-0.005432306,-0.021522484,0.200010763,0.137503263,0.197443917,-0.024141063,0.200051729,0.04260609,0.163924606,0.579512696
D_49,0.104313824,0.023649349,0.025065181,0.041271064,-0.013459151,-0.061677656,0.000912078,0.007997278,-0.066480169,-0.004890666,-0.013602227,0.026259899,0.084969118,0.176514908,-0.036293416,0.051500803,0.088941998,-0.045805116,1,0.009897795,-0.018354843,-0.092971615,0.113977012,0.094185673,-0.056479712,-0.00446903,0.17575355,0.027868834,0.006448339,0.026540428,0.08592907,0.036611197,-0.030080594,0.007851269,-0.025316116,-0.064268194,0.10679563,0.117503452,0.02929786,0.129098424,0.142058069,-0.010307239,-0.007197957,0.011963993,0.1610097,-0.05245105,0.023823729,-0.015044904,0.129090372,0.119756854,0.17870314,0.013437865,-0.018954336,0.000198001,0.006019517,-0.045807346,-0.014426963,-0.01690555,0.037081289,-0.01625808,0.038210159,0.045787735,0.006135495,0.152011232,-0.005552084,0.025481053,0.017969399,-0.013037318,0.056204155,-0.028212489,-0.088111871,-0.001312728,0.329754781,-0.080936894,-0.02331658,-0.022449217,0.027329304,0.011912007,0.027236002,0.183784588,0.099211497,0.05894744,-0.030037415,0.178946947,-0.011005309,-0.052887916,0.010190981,0.160431772,-0.027954398,-0.012158898,0.004166461,-0.015197348,0.027334008,0.017023748,-0.008347019,0.1824713,-0.005716569,-0.011776148,0.007421633,-0.009967585,-0.019228479,-0.008332376,0.008712336,-0.02675427,0.091734736,0.052827967,,-0.008307279,0.006066806,-0.209429339,-0.005767394,0.006268229,0.082800646,-0.026452459,-0.011545765,-0.018948742,-0.013689857,0.027373398,-0.008855195,-0.032733851,0.004628466,0.092834337,0.052944199,-0.006476202,0.021075018,-0.030709611,0.006447354,0.124541698,0.001312186,0.005521856,0.006110259,0.054221091,0.123853227,0.040507706,0.023876624,0.023671627,0.014672868,0.568105105,0.044155596,0.0263965,0.023995061,-0.01627631,0.038376352,-0.02096017,0.009083334,0.000299522,0.150538843,0.02137639,0.186885014,-0.008835571,-0.006446645,0.027916006,-0.00266737,0.084925799,0.000482713,0.038613637,0.070116492,-0.004038399,-0.004559192,-0.015335278,0.048121304,0.049842688,-0.000321239,0.077996896,0.003297954,0.046195882,0.082542404,0.112310068,0.097747898,-0.006825274,-0.021231622,0.00918783,0.058957538,-0.020110755,-0.128192737,-0.005203774,0.093736437,-0.023471043,0.00035201,-0.007145399,-0.034581668,0.007932626,-0.028261728,0.009623113,0.049849277,0.007929975,0.03091695,-0.00961621,-0.025877279
B_6,0.073299181,-0.046758759,-0.065700855,0.092226556,-0.048854807,-0.042850119,-0.031901631,-0.074508202,-0.023544322,-0.022544131,-0.074425375,-0.08357567,0.005726039,0.016155372,-0.034774182,-0.016306327,0.011230787,-0.115059415,0.009897795,1,-0.091957674,-0.0130769,0.016082112,0.054112348,-0.06823487,-0.013186811,0.034206375,0.024079701,0.060204894,-0.059976268,-0.008309548,-0.062022739,0.026218267,0.016450387,-0.032496683,-0.035886793,0.013969576,0.022983232,-0.100834108,0.02714869,0.022746585,-0.023172942,-0.098752331,-0.008973596,-0.020482681,-0.015010318,0.064952919,-0.110736613,-0.005048265,0.013746315,0.076135526,-0.004504752,-0.02658326,-0.006242777,-0.093212867,-0.182956323,0.121990305,-0.068427017,0.000651728,-0.082365984,-0.010248614,0.012583755,-0.016693667,0.022429382,-0.00783223,-0.000399702,-0.069844044,-0.060975855,0.028731505,-0.020186775,-0.025189526,-0.089619327,0.079547993,0.008736615,-0.08072701,-0.08766018,0.055114782,-0.009689063,-0.011542516,0.051632967,-0.038033357,-0.002245078,-0.039753858,-0.029604788,-0.024437803,0.010807,-0.00650693,-0.019446752,-0.039019146,-0.013357501,-0.001930038,-0.022443485,-0.004984842,-0.00310736,0.012976199,-0.05976298,-0.016363614,-0.007526956,-0.004832893,-0.020346698,-0.023395179,-0.015068934,-0.009044189,-0.068781194,0.007499362,0.011143975,,-0.014963811,-0.001158275,-0.164534007,0.008457966,0.000662372,-0.020725756,-0.028424177,-0.0132812,-0.016740387,-0.015859514,0.096225613,-0.018762177,-0.015068583,-0.00214845,0.045915449,0.042598157,0.001160036,0.023840892,-0.021094376,-0.008598001,0.011740169,-0.019969827,-0.011596826,-0.019777208,0.038193272,0.011207731,-0.020603374,-0.031051993,-0.031149506,-0.017686096,0.009137386,-0.029149313,-0.00664726,-0.06541507,-0.018929348,0.021523598,-0.084500278,0.003748855,0.003169994,-0.022754952,-0.096594005,0.03601448,0.035648062,-0.00398414,0.01392493,-0.005311455,-0.000478357,0.011094272,-0.024223722,0.006360583,0.0110357,0.011005622,-0.022673241,0.004809756,0.009638501,-4.88E-05,-0.006392962,0.001982509,-0.010324759,0.042699691,0.007278987,-0.005775514,-0.00779858,0.036845297,-0.034281974,-0.033094509,-0.017359394,-0.026917284,-0.00303537,-0.059513511,0.006533131,0.003774184,0.015614954,0.014178437,-0.024832885,-0.013727438,-0.024811518,-0.017006221,-0.024834277,-0.010838973,-0.01801113,-0.058233684
